expiry_gap_hours,food_category,quantity_kg,storage_temp_c,donor_type,preparation_method,distance_to_ngo_km,donation_frequency,time_of_day,ambient_humidity,packaging_integrity,seasonal_indicator,urgency_class,food_category_enc,donor_type_enc,prep_method_enc,seasonal_enc,urgency_enc
16.6,Fresh Produce,28.8,6.1,event,raw,17.1,11,5.3,54.9,0.74,spring,High,5,1,4,1,1
33.62,Fresh Produce,9.7,7.3,household,raw,19.4,12,11.8,66.8,0.53,winter,Moderate,5,2,4,3,3
22.65,Fresh Produce,28.9,4.7,household,processed,10.0,9,12.2,67.4,0.94,winter,High,5,2,3,3,1
56.18,Fresh Produce,19.3,5.7,supermarket,cooked,20.5,13,23.2,45.2,0.42,winter,Low,5,4,0,3,2
55.57,Fresh Produce,5.2,4.5,restaurant,processed,23.0,16,10.9,58.9,0.46,monsoon,Low,5,3,3,0,2
11.87,Fresh Produce,8.6,2.5,restaurant,frozen,19.1,11,5.8,55.6,0.69,winter,High,5,3,1,3,1
15.82,Fresh Produce,15.5,7.2,event,processed,17.2,16,5.5,37.2,0.72,spring,High,5,1,3,1,1
45.42,Fresh Produce,46.8,7.1,supermarket,packaged,29.0,9,22.1,43.6,0.32,monsoon,Low,5,4,2,0,2
40.37,Fresh Produce,49.9,2.2,household,processed,25.0,11,4.8,34.7,0.63,winter,Low,5,2,3,3,2
15.7,Fresh Produce,13.0,7.1,event,raw,3.4,18,12.3,45.0,0.42,monsoon,High,5,1,4,0,1
2.11,Fresh Produce,31.0,6.2,supermarket,raw,4.4,5,12.8,78.7,0.56,monsoon,High,5,4,4,0,1
30.81,Fresh Produce,47.4,3.7,household,frozen,21.5,9,23.7,62.8,0.87,spring,Moderate,5,2,1,1,3
51.84,Fresh Produce,24.5,5.7,household,cooked,14.3,17,22.2,51.3,0.66,winter,Low,5,2,0,3,2
26.99,Fresh Produce,42.2,5.4,supermarket,packaged,16.7,8,20.2,48.6,0.7,summer,Moderate,5,4,2,2,3
63.23,Fresh Produce,13.6,7.4,supermarket,packaged,12.6,14,18.2,77.1,0.39,summer,Low,5,4,2,2,2
50.03,Fresh Produce,37.0,4.2,event,raw,10.9,4,13.5,67.2,0.84,monsoon,Low,5,1,4,0,2
70.94,Fresh Produce,2.5,4.8,event,raw,22.7,7,16.5,65.4,0.57,summer,Low,5,1,4,2,2
37.66,Fresh Produce,36.9,6.1,event,packaged,22.9,16,4.2,86.6,0.39,winter,Low,5,1,2,3,2
53.07,Fresh Produce,5.3,4.5,supermarket,packaged,20.4,8,13.3,79.2,0.67,monsoon,Low,5,4,2,0,2
1.41,Fresh Produce,18.6,3.3,event,frozen,8.2,15,17.8,57.4,0.73,winter,Critical,5,1,1,3,0
53.2,Fresh Produce,23.3,3.6,event,packaged,8.0,8,23.0,47.4,0.66,spring,Low,5,1,2,1,2
18.41,Fresh Produce,15.8,6.2,corporate,processed,4.0,3,20.6,52.4,0.66,spring,High,5,0,3,1,1
20.33,Fresh Produce,3.3,6.4,household,cooked,24.2,1,19.8,40.2,0.42,summer,High,5,2,0,2,1
47.93,Fresh Produce,25.4,5.9,supermarket,raw,27.3,19,13.3,60.7,0.47,winter,Low,5,4,4,3,2
70.12,Fresh Produce,30.6,4.6,household,processed,26.2,10,6.8,49.6,0.94,spring,Low,5,2,3,1,2
58.02,Fresh Produce,47.0,4.9,supermarket,raw,1.4,4,2.7,61.2,0.66,monsoon,Low,5,4,4,0,2
20.86,Fresh Produce,9.6,4.6,supermarket,frozen,26.8,1,19.7,75.2,0.41,spring,High,5,4,1,1,1
49.01,Fresh Produce,48.6,6.1,household,cooked,14.4,4,11.0,31.4,0.42,winter,Low,5,2,0,3,2
67.95,Fresh Produce,18.0,5.4,event,raw,15.1,11,20.1,34.0,0.99,winter,Low,5,1,4,3,2
9.57,Fresh Produce,17.5,7.1,supermarket,processed,29.8,13,11.2,50.0,0.38,monsoon,High,5,4,3,0,1
21.5,Fresh Produce,46.9,5.6,event,processed,13.1,1,7.9,46.3,0.89,spring,High,5,1,3,1,1
40.41,Fresh Produce,4.8,2.5,household,frozen,13.9,1,8.7,33.2,0.83,spring,Low,5,2,1,1,2
34.46,Fresh Produce,15.8,2.8,restaurant,frozen,18.3,5,14.9,38.3,0.72,summer,Moderate,5,3,1,2,3
10.14,Fresh Produce,38.7,3.8,supermarket,frozen,16.0,16,6.9,73.1,0.48,spring,High,5,4,1,1,1
61.17,Fresh Produce,29.7,5.1,event,frozen,29.0,1,16.5,41.5,0.52,spring,Low,5,1,1,1,2
41.66,Fresh Produce,35.9,4.4,corporate,cooked,4.9,6,5.4,68.1,0.44,monsoon,Low,5,0,0,0,2
69.45,Fresh Produce,43.0,4.3,restaurant,raw,18.9,3,6.9,72.1,0.56,spring,Low,5,3,4,1,2
8.27,Fresh Produce,16.7,6.1,household,processed,18.0,10,4.4,62.3,0.66,spring,High,5,2,3,1,1
61.98,Fresh Produce,2.4,7.4,event,cooked,12.4,5,10.1,33.1,0.83,winter,Low,5,1,0,3,2
67.5,Fresh Produce,35.3,3.8,event,processed,13.0,16,0.5,84.0,0.92,winter,Low,5,1,3,3,2
8.32,Fresh Produce,30.5,3.0,event,raw,25.6,13,16.3,76.6,0.53,monsoon,High,5,1,4,0,1
5.68,Fresh Produce,48.1,6.2,event,processed,15.7,17,22.2,53.8,0.92,monsoon,High,5,1,3,0,1
21.2,Fresh Produce,1.8,3.2,supermarket,raw,2.7,13,1.6,75.4,0.7,spring,High,5,4,4,1,1
36.52,Fresh Produce,26.5,3.6,supermarket,cooked,27.0,4,9.7,35.5,0.76,winter,Low,5,4,0,3,2
11.44,Fresh Produce,17.6,5.6,supermarket,frozen,8.8,16,6.8,56.0,0.85,monsoon,High,5,4,1,0,1
38.35,Fresh Produce,2.7,6.7,restaurant,processed,14.7,15,2.8,78.1,0.36,spring,Low,5,3,3,1,2
69.43,Fresh Produce,7.7,3.8,corporate,cooked,20.7,13,11.9,86.4,0.61,summer,Low,5,0,0,2,2
40.46,Fresh Produce,30.0,3.6,household,processed,20.8,13,11.2,80.2,0.5,monsoon,Low,5,2,3,0,2
4.91,Fresh Produce,35.4,7.4,restaurant,processed,15.8,17,22.9,52.6,0.91,spring,High,5,3,3,1,1
34.99,Fresh Produce,34.2,4.6,event,packaged,17.4,1,20.3,78.5,0.9,monsoon,Moderate,5,1,2,0,3
64.53,Fresh Produce,37.8,6.3,event,raw,0.6,13,6.0,39.9,0.41,summer,Low,5,1,4,2,2
18.1,Fresh Produce,40.3,4.9,corporate,processed,10.1,17,2.7,79.0,0.6,spring,High,5,0,3,1,1
47.7,Fresh Produce,43.2,7.8,supermarket,cooked,28.5,4,14.0,83.7,0.85,monsoon,Low,5,4,0,0,2
46.77,Fresh Produce,10.2,3.6,restaurant,raw,7.0,7,5.9,86.8,0.41,winter,Low,5,3,4,3,2
45.37,Fresh Produce,16.0,7.6,restaurant,cooked,9.5,13,13.9,76.4,0.51,winter,Low,5,3,0,3,2
23.2,Fresh Produce,1.9,6.7,household,packaged,28.7,13,6.8,61.4,0.82,monsoon,High,5,2,2,0,1
41.11,Fresh Produce,13.5,4.8,corporate,processed,20.8,9,10.9,48.7,0.71,monsoon,Low,5,0,3,0,2
62.83,Fresh Produce,49.2,3.2,supermarket,frozen,20.6,14,22.7,79.6,0.31,winter,Low,5,4,1,3,2
55.84,Fresh Produce,19.8,3.8,corporate,frozen,27.8,1,23.5,49.0,0.78,monsoon,Low,5,0,1,0,2
34.4,Fresh Produce,37.9,7.6,restaurant,frozen,15.0,17,1.1,85.4,0.62,spring,Moderate,5,3,1,1,3
70.12,Fresh Produce,40.9,2.4,household,packaged,11.7,8,7.7,71.1,0.79,winter,Low,5,2,2,3,2
33.23,Fresh Produce,1.7,2.8,restaurant,processed,10.4,11,4.9,64.1,0.53,monsoon,Moderate,5,3,3,0,3
24.06,Fresh Produce,6.0,7.7,supermarket,processed,22.3,5,21.7,74.1,0.68,spring,Moderate,5,4,3,1,3
27.35,Fresh Produce,20.5,7.5,household,processed,13.5,4,22.9,56.5,0.95,winter,Moderate,5,2,3,3,3
23.9,Fresh Produce,24.1,2.8,corporate,raw,11.6,5,11.6,78.9,0.88,monsoon,High,5,0,4,0,1
15.52,Fresh Produce,32.7,6.0,restaurant,processed,16.4,6,5.5,41.8,0.93,winter,High,5,3,3,3,1
59.9,Fresh Produce,8.2,5.9,supermarket,cooked,1.8,15,14.4,77.5,0.62,monsoon,Low,5,4,0,0,2
34.72,Fresh Produce,5.1,4.2,corporate,cooked,12.0,12,18.8,67.8,0.84,monsoon,Moderate,5,0,0,0,3
12.34,Fresh Produce,15.5,3.8,corporate,frozen,9.0,14,11.9,59.1,0.54,summer,High,5,0,1,2,1
3.43,Fresh Produce,4.4,6.0,event,processed,6.4,10,16.7,77.4,0.4,monsoon,High,5,1,3,0,1
66.96,Fresh Produce,34.7,7.0,corporate,packaged,7.8,2,21.1,72.5,0.32,winter,Low,5,0,2,3,2
5.73,Fresh Produce,45.6,7.8,restaurant,cooked,24.1,16,0.6,44.4,0.39,monsoon,High,5,3,0,0,1
66.76,Fresh Produce,15.4,4.6,household,processed,7.4,1,18.5,32.9,0.61,winter,Low,5,2,3,3,2
43.19,Fresh Produce,30.7,6.7,corporate,packaged,7.6,17,14.1,63.5,0.85,winter,Low,5,0,2,3,2
34.13,Fresh Produce,26.1,7.4,household,raw,21.2,19,4.0,71.1,0.33,monsoon,Moderate,5,2,4,0,3
65.85,Fresh Produce,3.1,5.5,restaurant,packaged,23.5,15,18.6,65.6,0.62,winter,Low,5,3,2,3,2
65.87,Fresh Produce,15.5,7.9,supermarket,cooked,17.6,10,9.9,89.2,0.92,spring,Low,5,4,0,1,2
50.2,Fresh Produce,8.1,4.7,corporate,frozen,29.3,8,21.5,36.8,0.98,summer,Low,5,0,1,2,2
19.5,Fresh Produce,46.7,4.9,corporate,frozen,2.2,18,21.0,48.2,0.65,monsoon,High,5,0,1,0,1
6.33,Fresh Produce,36.2,6.0,restaurant,raw,29.3,16,14.1,88.5,0.59,monsoon,High,5,3,4,0,1
19.03,Fresh Produce,21.7,4.5,supermarket,processed,16.1,8,20.1,81.2,0.9,summer,High,5,4,3,2,1
38.27,Fresh Produce,19.0,4.7,corporate,raw,13.0,6,13.0,64.4,0.64,spring,Low,5,0,4,1,2
7.52,Fresh Produce,6.4,7.3,event,processed,23.7,12,5.8,79.7,0.8,winter,High,5,1,3,3,1
45.16,Fresh Produce,12.4,2.6,supermarket,cooked,13.1,4,3.5,71.6,0.77,winter,Low,5,4,0,3,2
31.95,Fresh Produce,16.3,6.5,restaurant,packaged,21.9,16,22.5,38.1,0.67,monsoon,Moderate,5,3,2,0,3
29.37,Fresh Produce,20.5,2.5,supermarket,processed,17.6,13,7.0,75.5,0.35,monsoon,Moderate,5,4,3,0,3
24.42,Fresh Produce,33.8,2.9,household,processed,1.6,14,6.3,47.5,0.59,winter,Moderate,5,2,3,3,3
41.59,Fresh Produce,38.9,4.6,corporate,packaged,2.2,16,15.2,43.2,0.99,spring,Low,5,0,2,1,2
69.95,Fresh Produce,37.4,2.1,household,frozen,11.0,5,13.7,84.1,0.32,winter,Low,5,2,1,3,2
69.82,Fresh Produce,34.9,2.5,supermarket,raw,2.4,8,20.3,86.9,0.83,spring,Low,5,4,4,1,2
55.7,Fresh Produce,48.5,3.4,event,processed,20.3,6,2.9,85.6,0.71,summer,Low,5,1,3,2,2
5.77,Fresh Produce,40.9,5.7,restaurant,packaged,7.1,12,7.4,61.6,0.52,winter,High,5,3,2,3,1
46.79,Fresh Produce,9.1,4.4,event,packaged,25.3,7,8.5,74.1,0.76,summer,Low,5,1,2,2,2
41.18,Fresh Produce,39.5,6.3,supermarket,frozen,22.8,9,23.6,68.8,0.36,winter,Low,5,4,1,3,2
44.49,Fresh Produce,29.1,5.3,event,packaged,0.8,2,6.0,69.5,0.95,monsoon,Low,5,1,2,0,2
26.98,Fresh Produce,6.6,2.8,corporate,packaged,3.8,5,0.1,77.6,0.69,monsoon,Moderate,5,0,2,0,3
60.16,Fresh Produce,36.5,7.7,restaurant,packaged,7.9,4,9.1,63.7,0.99,spring,Low,5,3,2,1,2
42.72,Fresh Produce,32.3,2.1,event,raw,24.9,9,12.7,78.3,0.88,winter,Low,5,1,4,3,2
13.7,Fresh Produce,19.3,4.3,household,raw,18.5,11,8.1,32.4,0.68,summer,High,5,2,4,2,1
30.69,Fresh Produce,24.5,3.4,supermarket,frozen,6.6,15,22.3,53.4,0.31,monsoon,Moderate,5,4,1,0,3
31.94,Fresh Produce,11.5,2.4,corporate,raw,4.9,3,3.3,84.7,0.95,monsoon,Moderate,5,0,4,0,3
57.42,Fresh Produce,18.6,5.7,restaurant,processed,14.1,11,10.7,58.7,0.92,summer,Low,5,3,3,2,2
25.74,Fresh Produce,17.8,4.6,supermarket,raw,23.0,16,0.4,61.1,0.66,summer,Moderate,5,4,4,2,3
65.84,Fresh Produce,32.7,2.0,corporate,frozen,2.1,15,12.6,88.5,0.86,summer,Low,5,0,1,2,2
53.18,Fresh Produce,36.6,2.3,restaurant,frozen,8.4,15,2.9,79.2,0.87,winter,Low,5,3,1,3,2
48.56,Fresh Produce,1.5,7.3,restaurant,packaged,6.2,4,1.3,33.3,0.49,spring,Low,5,3,2,1,2
32.86,Fresh Produce,35.4,6.9,event,raw,29.7,3,1.4,76.4,0.74,spring,Moderate,5,1,4,1,3
45.0,Fresh Produce,2.9,5.5,event,cooked,23.8,6,4.8,63.0,0.98,monsoon,Low,5,1,0,0,2
5.25,Fresh Produce,25.4,4.8,event,raw,4.7,16,15.3,47.1,0.78,winter,High,5,1,4,3,1
37.81,Fresh Produce,4.2,3.2,supermarket,packaged,14.1,5,15.6,83.7,0.66,monsoon,Low,5,4,2,0,2
40.43,Fresh Produce,6.1,6.6,event,frozen,24.9,11,3.2,54.9,0.43,summer,Low,5,1,1,2,2
26.14,Fresh Produce,44.5,3.2,corporate,packaged,29.8,5,9.5,65.7,0.44,summer,Moderate,5,0,2,2,3
1.54,Fresh Produce,12.0,4.6,corporate,cooked,15.6,18,6.8,63.2,0.36,spring,Critical,5,0,0,1,0
20.81,Fresh Produce,14.5,3.4,supermarket,processed,8.7,17,6.5,36.1,0.81,summer,High,5,4,3,2,1
47.63,Fresh Produce,1.3,6.7,corporate,packaged,9.7,9,0.7,87.1,0.8,summer,Low,5,0,2,2,2
60.31,Fresh Produce,1.2,3.6,event,frozen,19.2,6,20.6,81.6,0.43,monsoon,Low,5,1,1,0,2
6.65,Fresh Produce,47.2,5.2,household,cooked,29.0,12,13.1,58.9,0.46,monsoon,High,5,2,0,0,1
42.68,Fresh Produce,30.8,5.6,corporate,processed,20.5,2,7.0,41.4,0.74,spring,Low,5,0,3,1,2
70.08,Fresh Produce,43.7,4.0,event,raw,15.6,11,12.0,53.0,0.35,summer,Low,5,1,4,2,2
39.13,Fresh Produce,27.5,3.4,event,cooked,20.6,19,13.9,88.7,0.92,summer,Low,5,1,0,2,2
1.38,Fresh Produce,10.5,4.3,corporate,processed,15.1,13,3.3,65.5,0.63,summer,Critical,5,0,3,2,0
50.04,Fresh Produce,4.5,4.7,supermarket,frozen,9.1,19,20.1,65.9,0.45,winter,Low,5,4,1,3,2
23.45,Fresh Produce,10.1,7.4,corporate,cooked,26.6,2,7.3,55.7,0.74,summer,High,5,0,0,2,1
70.02,Fresh Produce,33.1,4.9,restaurant,cooked,17.0,1,2.1,71.9,0.32,monsoon,Low,5,3,0,0,2
51.37,Fresh Produce,44.8,2.1,corporate,packaged,5.1,11,19.6,67.7,0.62,monsoon,Low,5,0,2,0,2
23.88,Fresh Produce,25.1,6.9,event,cooked,15.6,15,22.1,69.7,0.75,winter,High,5,1,0,3,1
21.19,Fresh Produce,35.2,7.7,event,frozen,29.7,16,18.5,77.5,0.98,summer,High,5,1,1,2,1
41.62,Fresh Produce,22.3,3.6,restaurant,cooked,16.2,14,17.6,45.0,0.86,monsoon,Low,5,3,0,0,2
57.45,Fresh Produce,34.9,5.2,corporate,raw,24.5,1,10.0,49.4,0.86,spring,Low,5,0,4,1,2
25.68,Fresh Produce,30.8,6.6,corporate,packaged,11.9,12,2.9,42.7,0.7,monsoon,Moderate,5,0,2,0,3
17.91,Fresh Produce,21.9,2.5,corporate,processed,3.1,8,5.7,36.7,0.33,summer,High,5,0,3,2,1
18.79,Fresh Produce,35.6,3.7,supermarket,processed,20.6,13,21.5,76.2,0.47,summer,High,5,4,3,2,1
30.26,Fresh Produce,6.6,7.3,corporate,processed,15.2,18,0.5,62.0,0.88,winter,Moderate,5,0,3,3,3
12.53,Fresh Produce,37.5,3.5,event,cooked,3.7,13,6.7,60.6,0.42,winter,High,5,1,0,3,1
35.41,Fresh Produce,20.1,6.4,household,raw,13.9,11,22.7,51.6,0.83,winter,Moderate,5,2,4,3,3
21.49,Fresh Produce,34.3,2.2,supermarket,frozen,19.8,9,21.1,55.5,0.43,monsoon,High,5,4,1,0,1
0.79,Fresh Produce,28.2,7.1,supermarket,raw,28.2,11,16.6,66.2,0.77,spring,Critical,5,4,4,1,0
7.9,Fresh Produce,9.9,7.2,household,cooked,18.5,4,3.5,86.9,0.86,spring,High,5,2,0,1,1
45.66,Fresh Produce,43.2,2.2,corporate,packaged,7.8,3,14.0,87.4,0.66,monsoon,Low,5,0,2,0,2
33.85,Fresh Produce,47.8,6.8,household,raw,6.3,2,7.2,52.2,0.86,winter,Moderate,5,2,4,3,3
35.63,Fresh Produce,25.2,3.6,event,frozen,4.8,12,22.6,78.6,0.88,winter,Moderate,5,1,1,3,3
49.03,Fresh Produce,42.5,5.1,household,cooked,17.7,18,0.4,34.0,0.34,winter,Low,5,2,0,3,2
23.53,Fresh Produce,18.2,6.5,supermarket,packaged,21.9,6,11.0,31.7,0.79,summer,High,5,4,2,2,1
47.58,Fresh Produce,32.6,2.7,event,frozen,26.8,11,9.2,81.2,0.97,monsoon,Low,5,1,1,0,2
26.94,Fresh Produce,31.0,5.2,household,processed,9.8,19,17.7,77.5,0.63,spring,Moderate,5,2,3,1,3
23.72,Fresh Produce,27.6,4.5,corporate,cooked,4.6,9,8.4,82.2,0.76,monsoon,High,5,0,0,0,1
56.29,Fresh Produce,19.4,3.2,supermarket,processed,5.5,14,0.3,87.3,0.9,monsoon,Low,5,4,3,0,2
59.51,Fresh Produce,42.1,2.1,corporate,packaged,0.9,9,0.3,56.0,0.76,summer,Low,5,0,2,2,2
61.57,Fresh Produce,8.2,3.8,household,packaged,18.7,3,12.4,66.1,0.53,monsoon,Low,5,2,2,0,2
4.07,Fresh Produce,38.2,4.3,corporate,raw,6.3,14,7.9,45.7,0.58,winter,High,5,0,4,3,1
56.49,Fresh Produce,28.3,4.6,corporate,frozen,7.9,17,4.9,54.9,0.69,summer,Low,5,0,1,2,2
35.14,Fresh Produce,39.1,5.4,supermarket,raw,6.1,2,11.8,42.0,0.63,winter,Moderate,5,4,4,3,3
23.97,Fresh Produce,27.9,3.6,restaurant,cooked,21.0,1,16.8,31.0,0.67,spring,High,5,3,0,1,1
20.69,Fresh Produce,30.3,7.1,corporate,raw,16.3,17,0.4,63.0,0.55,spring,High,5,0,4,1,1
45.68,Fresh Produce,27.4,2.9,supermarket,frozen,9.7,12,0.3,45.6,0.49,summer,Low,5,4,1,2,2
25.35,Fresh Produce,34.1,2.8,restaurant,raw,4.6,14,23.7,61.0,0.92,monsoon,Moderate,5,3,4,0,3
43.96,Fresh Produce,16.2,5.9,corporate,packaged,1.6,14,6.7,73.0,0.98,summer,Low,5,0,2,2,2
0.55,Fresh Produce,37.0,5.1,event,cooked,21.0,9,1.9,65.5,0.34,monsoon,Critical,5,1,0,0,0
42.62,Fresh Produce,25.3,4.2,supermarket,packaged,26.8,13,14.4,64.9,0.76,monsoon,Low,5,4,2,0,2
16.4,Fresh Produce,29.3,7.2,event,raw,19.0,14,13.2,80.3,0.53,monsoon,High,5,1,4,0,1
37.59,Fresh Produce,20.1,6.3,restaurant,packaged,19.9,19,2.3,40.1,0.43,winter,Low,5,3,2,3,2
68.0,Fresh Produce,32.7,7.6,restaurant,frozen,3.3,5,15.5,60.3,0.71,winter,Low,5,3,1,3,2
10.38,Fresh Produce,46.0,5.8,household,frozen,28.6,11,21.9,76.3,0.49,spring,High,5,2,1,1,1
54.96,Fresh Produce,43.5,3.7,supermarket,processed,16.2,11,2.5,49.3,0.73,monsoon,Low,5,4,3,0,2
50.89,Fresh Produce,16.2,6.9,event,cooked,29.8,10,18.3,60.6,0.41,monsoon,Low,5,1,0,0,2
32.3,Fresh Produce,31.4,4.1,corporate,frozen,4.9,5,14.8,40.0,0.58,monsoon,Moderate,5,0,1,0,3
53.23,Fresh Produce,9.7,5.1,corporate,raw,7.4,10,2.4,37.1,0.61,summer,Low,5,0,4,2,2
8.95,Fresh Produce,17.4,5.0,household,cooked,15.6,7,5.6,66.2,0.33,winter,High,5,2,0,3,1
55.69,Fresh Produce,26.9,3.3,event,raw,23.8,12,10.5,35.0,0.64,winter,Low,5,1,4,3,2
29.99,Fresh Produce,34.5,4.0,household,cooked,14.0,11,19.9,46.2,0.92,spring,Moderate,5,2,0,1,3
56.07,Fresh Produce,40.5,3.5,supermarket,cooked,11.4,1,23.7,35.2,0.36,summer,Low,5,4,0,2,2
40.81,Fresh Produce,10.8,5.7,corporate,raw,15.3,15,6.2,55.0,0.49,summer,Low,5,0,4,2,2
33.74,Fresh Produce,11.3,5.0,corporate,raw,15.3,1,21.3,85.0,0.43,spring,Moderate,5,0,4,1,3
38.58,Fresh Produce,6.0,5.4,restaurant,cooked,27.6,8,18.8,69.2,0.49,monsoon,Low,5,3,0,0,2
57.55,Fresh Produce,5.4,6.9,supermarket,frozen,9.8,16,21.0,31.6,0.54,summer,Low,5,4,1,2,2
27.85,Fresh Produce,24.0,6.6,restaurant,processed,26.4,4,13.8,72.9,0.36,summer,Moderate,5,3,3,2,3
58.53,Fresh Produce,12.5,2.6,event,processed,5.5,10,11.5,55.1,0.91,spring,Low,5,1,3,1,2
24.67,Fresh Produce,6.3,5.7,corporate,frozen,22.3,19,7.2,73.4,0.96,summer,Moderate,5,0,1,2,3
3.76,Fresh Produce,10.0,2.4,supermarket,packaged,2.2,18,5.4,53.7,0.64,spring,High,5,4,2,1,1
67.43,Fresh Produce,45.0,7.7,restaurant,packaged,15.8,6,12.5,86.0,0.75,winter,Low,5,3,2,3,2
49.23,Fresh Produce,16.0,2.4,supermarket,cooked,6.8,18,12.7,79.4,0.91,monsoon,Low,5,4,0,0,2
21.77,Fresh Produce,42.0,6.5,event,frozen,9.5,5,15.3,65.2,0.71,monsoon,High,5,1,1,0,1
33.0,Fresh Produce,16.2,2.2,event,raw,22.0,1,18.3,54.9,0.54,summer,Moderate,5,1,4,2,3
57.23,Fresh Produce,22.0,2.2,supermarket,frozen,11.4,7,4.1,74.7,0.4,spring,Low,5,4,1,1,2
35.64,Fresh Produce,15.3,5.3,restaurant,frozen,4.6,10,20.6,57.8,0.88,summer,Moderate,5,3,1,2,3
44.74,Fresh Produce,49.1,7.8,household,cooked,27.5,3,13.7,74.8,0.43,monsoon,Low,5,2,0,0,2
63.03,Fresh Produce,48.8,4.6,supermarket,raw,10.4,18,2.7,50.1,0.59,monsoon,Low,5,4,4,0,2
68.36,Fresh Produce,26.5,5.2,household,cooked,24.0,3,3.8,54.8,0.58,winter,Low,5,2,0,3,2
34.14,Fresh Produce,12.1,6.6,corporate,processed,10.9,19,12.6,45.3,0.57,winter,Moderate,5,0,3,3,3
38.19,Fresh Produce,27.0,4.4,event,raw,15.4,15,15.9,80.3,0.59,monsoon,Low,5,1,4,0,2
67.11,Fresh Produce,27.8,3.3,restaurant,cooked,25.0,8,2.6,76.6,0.68,summer,Low,5,3,0,2,2
67.55,Fresh Produce,24.5,6.6,event,raw,22.5,6,17.1,36.6,0.41,winter,Low,5,1,4,3,2
7.47,Fresh Produce,47.6,7.4,household,raw,15.6,1,15.0,83.7,0.6,spring,High,5,2,4,1,1
26.33,Fresh Produce,49.5,6.7,restaurant,cooked,28.0,3,17.5,43.5,1.0,spring,Moderate,5,3,0,1,3
46.38,Fresh Produce,16.7,6.0,supermarket,cooked,0.7,16,20.7,53.9,0.55,monsoon,Low,5,4,0,0,2
0.68,Fresh Produce,38.5,4.2,event,frozen,6.5,6,2.4,79.5,0.68,summer,Critical,5,1,1,2,0
62.65,Fresh Produce,24.0,6.0,corporate,packaged,7.4,4,20.0,43.8,0.8,monsoon,Low,5,0,2,0,2
29.2,Fresh Produce,34.4,5.1,household,frozen,25.2,2,6.3,65.8,0.49,monsoon,Moderate,5,2,1,0,3
8.63,Fresh Produce,16.3,7.0,restaurant,frozen,3.1,4,10.0,35.9,0.83,spring,High,5,3,1,1,1
53.88,Fresh Produce,34.2,2.9,restaurant,packaged,16.3,15,12.5,55.9,0.84,winter,Low,5,3,2,3,2
44.29,Fresh Produce,35.7,2.5,restaurant,cooked,14.3,4,5.0,52.0,0.83,summer,Low,5,3,0,2,2
62.43,Fresh Produce,39.4,5.3,household,cooked,22.0,2,11.3,85.4,0.59,monsoon,Low,5,2,0,0,2
8.28,Fresh Produce,33.9,4.6,corporate,processed,6.9,8,17.7,70.6,0.92,summer,High,5,0,3,2,1
28.78,Fresh Produce,25.6,2.9,household,processed,10.7,1,13.1,61.6,0.9,spring,Moderate,5,2,3,1,3
20.71,Fresh Produce,49.1,3.8,restaurant,frozen,4.7,12,5.8,66.2,0.87,spring,High,5,3,1,1,1
21.69,Fresh Produce,8.1,7.3,household,packaged,9.7,17,3.8,30.9,0.52,summer,High,5,2,2,2,1
33.41,Fresh Produce,27.2,3.3,restaurant,packaged,25.3,14,6.4,88.9,0.44,spring,Moderate,5,3,2,1,3
26.35,Fresh Produce,31.2,7.5,corporate,cooked,20.6,8,8.7,37.2,0.59,summer,Moderate,5,0,0,2,3
56.52,Fresh Produce,34.6,6.4,supermarket,frozen,12.9,2,10.9,35.3,0.61,monsoon,Low,5,4,1,0,2
31.39,Fresh Produce,32.6,2.9,restaurant,raw,25.4,14,17.6,30.9,0.32,monsoon,Moderate,5,3,4,0,3
32.46,Fresh Produce,44.3,7.3,corporate,processed,2.9,8,8.4,48.9,0.92,summer,Moderate,5,0,3,2,3
6.29,Fresh Produce,42.1,5.0,corporate,cooked,3.6,13,8.3,81.9,0.5,monsoon,High,5,0,0,0,1
16.62,Fresh Produce,37.3,7.5,supermarket,cooked,18.9,15,8.6,79.9,0.61,monsoon,High,5,4,0,0,1
30.96,Fresh Produce,39.6,6.6,restaurant,cooked,23.5,13,20.3,44.2,0.32,winter,Moderate,5,3,0,3,3
49.88,Fresh Produce,39.4,7.6,supermarket,cooked,23.6,7,13.1,78.1,0.77,summer,Low,5,4,0,2,2
70.48,Fresh Produce,44.4,4.6,restaurant,processed,29.9,4,15.5,60.0,0.81,winter,Low,5,3,3,3,2
50.85,Fresh Produce,25.0,4.1,household,packaged,5.2,1,17.7,47.5,0.63,spring,Low,5,2,2,1,2
13.85,Fresh Produce,43.4,6.9,supermarket,packaged,25.3,16,20.8,69.4,0.55,winter,High,5,4,2,3,1
31.17,Fresh Produce,39.4,2.8,corporate,packaged,10.4,5,10.0,37.3,0.71,spring,Moderate,5,0,2,1,3
59.28,Fresh Produce,46.3,6.3,household,raw,27.7,10,17.1,87.4,0.84,spring,Low,5,2,4,1,2
57.21,Fresh Produce,16.0,3.1,supermarket,processed,19.3,10,14.0,84.5,0.65,spring,Low,5,4,3,1,2
36.9,Fresh Produce,16.2,5.9,supermarket,packaged,9.9,7,0.7,40.3,0.62,winter,Low,5,4,2,3,2
70.67,Fresh Produce,22.6,6.3,household,processed,23.7,17,10.3,48.1,0.68,winter,Low,5,2,3,3,2
